n_samples,n_features,Replicate,CPU_Runtime_sec,CPU_ARI,CPU_NMI
5000,200,39,0.026618480682373047,0.3663364469922952,0.671046586382455
5000,200,40,0.022396564483642578,0.7189403976917852,0.8649933629295312
5000,200,41,0.015384197235107422,0.7822267575404412,0.9052594201943568
5000,200,42,0.016864538192749023,0.7219184239240442,0.8662800987735265
5000,200,43,0.019229412078857422,0.7822267575404412,0.9052594201943566
5000,200,44,0.033411502838134766,0.7241251243828856,0.8672518116834735
5000,200,45,0.010374784469604492,1.0,1.0
5000,200,46,0.018382787704467773,1.0,1.0
5000,200,47,0.010985612869262695,1.0,1.0
5000,200,48,0.009609222412109375,1.0,1.0
5000,200,49,0.05055594444274902,0.718981394610155,0.865010890812118
5000,200,50,0.01758861541748047,1.0,1.0
5000,200,51,0.022068023681640625,0.7201645675821876,0.8655189586155269
5000,200,52,0.009802818298339844,1.0,1.0
5000,200,53,0.06314659118652344,0.7225051332644854,0.8665369036605682
5000,200,54,0.022261381149291992,1.0,1.0
5000,200,55,0.013099431991577148,0.7797931592493016,0.9020327645024628
5000,200,56,0.019909381866455078,0.7191666476135885,0.8650901577808058
5000,200,57,0.009490489959716797,1.0,1.0
5000,200,58,0.046231746673583984,0.411729888880141,0.6887899551005942
5000,200,59,0.013638496398925781,1.0,1.0
5000,200,60,0.033444881439208984,0.7247314024332007,0.8675216069735117
5000,200,61,0.04041266441345215,0.7199238474097546,0.8654152420465129
5000,200,62,0.028817415237426758,0.7190917623471961,0.8650581029453379
5000,200,63,0.022828340530395508,0.7197676230650328,0.8653480270587719
5000,200,64,0.025720596313476562,0.7209936379650004,0.8658775514194532
5000,200,65,0.011861324310302734,1.0,1.0
5000,200,66,0.012128114700317383,1.0,1.0
5000,200,67,0.01759195327758789,1.0,1.0
5000,200,68,0.011812686920166016,1.0,1.0
5000,200,69,0.023218870162963867,1.0,1.0
5000,200,70,0.030713319778442383,0.7207229559780196,0.8657602386370816
5000,200,71,0.07110142707824707,0.7234138331420917,0.8669368515932623
5000,200,72,0.016626834869384766,0.7822267575404412,0.9052594201943566
5000,200,73,0.034163475036621094,0.4059531974047272,0.68468089512518
5000,200,74,0.027884244918823242,0.7191832004212503,0.8650972455563672
5000,200,75,0.047044992446899414,0.7194227904875151,0.8651999295979499
5000,200,76,0.017329931259155273,1.0,1.0
5000,200,77,0.02870011329650879,0.7233455531601467,0.8669067053432357
5000,200,78,0.025567054748535156,0.366670419879802,0.6711745713867576
5000,200,79,0.030589580535888672,0.7190413100773376,0.8650365163304197
5000,200,80,0.04007887840270996,0.7228821165678977,0.8667024985767843
5000,200,81,0.025513172149658203,0.7262162281253243,0.8681876452151572
5000,200,82,0.010049581527709961,1.0,1.0
5000,200,83,0.026288270950317383,0.7202010510470613,0.8655346935201556
5000,200,84,0.01967930793762207,1.0,1.0
5000,200,85,0.03541302680969238,0.7260430111688452,0.8681095545898262
5000,200,86,0.022765636444091797,0.7254529544494817,0.8678443225473761
5000,200,87,0.009329795837402344,1.0,1.0
5000,200,88,0.022578001022338867,0.7192002784198148,0.8651045590887005
5000,200,89,0.015655994415283203,0.7800345828925757,0.9023105211927989
5000,200,90,0.01840519905090332,1.0,1.0
5000,200,91,0.010589599609375,1.0,1.0
5000,200,92,0.034825801849365234,0.4104308280413969,0.6874846784374458
5000,200,93,0.009639263153076172,1.0,1.0
5000,200,94,0.022680997848510742,0.5343914283529377,0.7323043726000392
5000,200,95,0.0370326042175293,0.7214865472268026,0.8660917702709274
5000,200,96,0.020051002502441406,0.7822267575404412,0.9052594201943566
5000,200,97,0.019689083099365234,1.0,1.0
5000,200,98,0.0228271484375,0.7204309441377753,0.8656339389123341
5000,200,99,0.009356260299682617,1.0,1.0
5000,200,100,0.03139901161193848,0.7198597853344202,0.8653876704593237
5000,50,1,0.0046634674072265625,1.0,1.0
5000,50,2,0.013521432876586914,0.7192935452785881,0.8651445156421842
5000,50,3,0.014273405075073242,0.7189151679606997,0.8649825787059576
5000,50,4,0.014024496078491211,0.7203522197445107,0.8655999349005924
5000,50,5,0.013498783111572266,0.7190192363869253,0.8650270742658026
5000,50,6,0.004544734954833984,1.0,1.0
5000,50,7,0.010628223419189453,0.7190531350627193,0.86504157509986
5000,50,8,0.0042743682861328125,1.0,1.0
5000,50,9,0.008819580078125,0.7189403976917852,0.8649933629295312
5000,50,10,0.006666898727416992,0.7225051332644854,0.8665369036605682
5000,50,11,0.005978584289550781,1.0,1.0
5000,50,12,0.012325286865234375,0.7191351176773373,0.8650766592295029
5000,50,13,0.007968902587890625,0.718916482025336,0.8649831403435522
5000,50,14,0.012595415115356445,0.7190531350627193,0.8650415750998599
5000,50,15,0.011217355728149414,0.7201286077203433,0.8655034535732892
5000,50,16,0.004283905029296875,1.0,1.0
5000,50,17,0.014959573745727539,0.7196245048031387,0.8652865168489012
5000,50,18,0.0041658878326416016,1.0,1.0
5000,50,19,0.008611917495727539,0.7210880441905055,0.8659185210070942
5000,50,20,0.008829593658447266,0.7196245048031387,0.8652865168489013
5000,50,21,0.004115104675292969,1.0,1.0
5000,50,22,0.010833740234375,0.40495586058409466,0.6840550961353213
5000,50,23,0.004151582717895508,1.0,1.0
5000,50,24,0.004163026809692383,1.0,1.0
5000,50,25,0.009085416793823242,0.7199566644619839,0.865429371037401
5000,50,26,0.018436908721923828,0.7195194504812236,0.8652414060065288
5000,50,27,0.017146825790405273,0.7189519610999954,0.8649983062500258
5000,50,28,0.019737720489501953,0.7199238474097546,0.8654152420465129
5000,50,29,0.008198022842407227,1.0,1.0
5000,50,30,0.010521173477172852,0.7205529543566722,0.8656866778581574
5000,50,31,0.004538774490356445,1.0,1.0
5000,50,32,0.00683283805847168,0.720901320792446,0.8658375155607395
5000,50,33,0.011719226837158203,0.7192360098781906,0.8651198637073779
5000,50,34,0.009763717651367188,0.7192178815816292,0.8651120984481787
5000,50,35,0.004510402679443359,1.0,1.0
5000,50,36,0.004836082458496094,1.0,1.0
5000,50,37,0.0048711299896240234,1.0,1.0
5000,50,38,0.012531518936157227,0.719150620023633,0.8650832956938431
5000,50,39,0.009129524230957031,0.7189309366192589,0.8649893186523828
5000,50,40,0.0054056644439697266,1.0,1.0
5000,50,41,0.011657953262329102,0.7190089877176459,0.8650226908801243
5000,50,42,0.009126901626586914,0.7193558057840749,0.865171203499484
5000,50,43,0.005879402160644531,1.0,1.0
5000,50,44,0.010859489440917969,0.7189206870202515,0.8649849376139189
5000,50,45,0.00874781608581543,0.7197379507331642,0.8653352691346607
5000,50,46,0.009044170379638672,0.7210880441905055,0.8659185210070943
5000,50,47,0.004644870758056641,1.0,1.0
5000,50,48,0.004218578338623047,1.0,1.0
5000,50,49,0.004132509231567383,1.0,1.0
5000,50,50,0.012372732162475586,0.7189900668139376,0.8650145991920329
5000,50,51,0.004601716995239258,1.0,1.0
5000,50,52,0.009896516799926758,0.40461715716697255,0.6838510406574899
5000,50,53,0.003935575485229492,1.0,1.0
5000,50,54,0.008311033248901367,0.7189519610999954,0.8649983062500258
5000,50,55,0.010254383087158203,0.7194227904875151,0.8651999295979498
5000,50,56,0.008123636245727539,0.7210880441905055,0.8659185210070943
5000,50,57,0.005098819732666016,1.0,1.0
5000,50,58,0.0049800872802734375,1.0,1.0
5000,50,59,0.008854150772094727,0.7189585311571005,0.8650011151092902
